id,name,parent_class,section,tags,prerequisites_text,activation_text,effect_text,source_id,source_page,needs_review
gleeful-steps,Gleeful Steps,,PTU 1.05 Editation,[],Prerequisites: Cute Cuddle Rank 1,At-Will - Free Action,,edit,36,True
glyph,Glyph,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: Rune Master, Tag Scribe",At-Will - Special,"As an Extended Action, you may set a Cleanse Tag against any ﬂat surface, turning it into a Glyph. Glyphs have HP equal to your Level, and no other stats. Glyphs last until they are destroyed or intentionally deactivated. You may have a number of active Glyphs equal to your Occult Education Rank. When setting a Glyph, you may have the Glyphs be either visible or invisible, as you prefer. At any time, as a Standard Action, you may Channel any Glyph you have set down. This causes the Glyph to become visible if it was not. While you are channeling",edit,47,False
go-fight-win,"Go, Fight, Win!",,PTU 1.05 Editation,"[""Orders""]","Prerequisites: Moment of Action, Expert Charm",Scene x3 - Standard Action,Choose and perform one of the cheers below. You may perform each Cheer only once per Scene.,edit,8,False
grace,Grace,,PTU 1.05 Editation,[],"Prerequisites: Novice Charm, Command, Guile, Intimidate, or Intuition",,"Your Pokémon may consume and benefit from 2 more Poffins each. If this Pokémon is traded to a Trainer without the Grace feature, these extra dice from additional Poffins are not lost, but a Trainer without Grace may not benefit from more than 6 Dice gained from Poffins. You may always use any of the Skills that are prerequisites for Grace in the Introduction Stage of a Contest to roll for Contest Stat Dice of any kind.",edit,58,False
ground-out,Ground Out,,PTU 1.05 Editation,"[""+Defense""]","Prerequisites: Earth Shaker, Expert Focus or Intuition",Static,"Choose two of Drill Run, Spikes, Magnitude, or Mud Bomb. You learn the chosen Moves.",edit,43,False
haunted-wounds,Haunted Wounds,,PTU 1.05 Editation,"[""+Attack"", ""Weapon""]","Prerequisites: Shadow Arms, Master Intimidate or Occult Education",Scene x2 - Free Action,"After one full round, repeat the triggering attack against one target as a Free Action, regardless of range. If this attack hits, it deals damage as if it were resisted one step further. Haunted Wounds may only aﬀect a target once per Scene.",edit,53,False
hawkeye,Hawkeye,,PTU 1.05 Editation,"[""Hobbyist""]",Prerequisites: Adept Perception,,"You gain a +2 bonus on vision-based Perception checks, and you reduce the penalties to Accuracy Checks from being Blinded or Totally Blinded by 3.",edit,58,False
heart-of-darkness,Heart of Darkness,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: Sharpen Shadows, Master Guile or Stealth",Static,You learn the Moves Night Daze and Punishment.,edit,52,False
highlander,Highlander,,PTU 1.05 Editation,"[""Orders"", ""Stratagem""]","Prerequisites: Tyrant's Roar, Type-Linked Skill at Adept",Bind 2 AP - Standard Action,"While this Feature is Bound, the target gains X Damage Reduction against Dragon, Steel, Flying, and Rock-Type attacks, and gains a +X Bonus to Damage Rolls with Dragon-Typed attacks against targets of these Types. X is equal to your Type-Linked Skill Rank. These bonuses are only applied once, even if a target has two or more of these Types.",edit,10,False
highly-responsive-to-prayers,Highly Responsive to Prayers,,PTU 1.05 Editation,"[""+HP""]",Prerequisites: Mountain of Faith,Scene x3 - Free Action,You may use the Sage Feature as a Free Action targeting one of the triggering allies. Multiple instances of Sage's effect that you use may stack when used this way.,edit,39,False
i-can-use-this,I Can Use This,,PTU 1.05 Editation,[],Prerequisites: Expert Technology Education,,"You may convert any Food, Medicine, Repellent, Poke Ball, or Fashion Item into Scrap of its category, even if you cannot Craft that item.",edit,59,False
immutable-mind,Immutable Mind,,PTU 1.05 Editation,"[""+Special Defense""]","Prerequisites: Mental Resistance, Expert Occult",Education Scene - Free Action,"If the triggering Move was a Status-Class Move, the Move fails. If the triggering Move was a Damaging Move, you resist the Damage one step further.",edit,11,False
innovation,Innovation,,PTU 1.05 Editation,"[""+Any""]",Prerequisites: Coordinator,Daily - Extended Action,"The target loses 1 Tutor Point, and then learns a Move created with Innovation. See the next section for details on creating Moves for this Feature. A Pokémon may only have one Move created by Innovation at a time. If you target your own Pokémon, the Move does not take up a Move Slot.",edit,19,False
inspirational-support,Inspirational Support,,PTU 1.05 Editation,[],"Prerequisites: Cheers, Adept Charm",At-Will - Extended Action,"Your Pokémon loses 2 Tutor Points and gains the Helper Ability. Whenever you or your Pokémon with Friend Guard or Helper target allied Pokemon or Trainers with an Ability or Status Move, the targeted allies become Cheered for 1 full round.",edit,7,False
item-rainbow-gem,Item: Rainbow Gem,,PTU 1.05 Editation,[],"Prerequisites: Rainbow Light, Expert Occult Education",,"You create a Rainbow Gem that may be crafted to be worn as your choice of an Accessory Item, Head Slot Item, or Hand or Off-Hand Item. This item has the same effect as a Focus, except that as a Standard Action, any Trainer with Expert Occult Education Rank or higher may change which Stat the Rainbow Amulet is attuned to.",edit,12,False
keep-fighting,Keep Fighting!,,PTU 1.05 Editation,[],"Prerequisites: 5 Cheerleader Features, Master Charm",Daily x2 - Free Action,"That Ally's Hit Point count is reduced to 1 instead, and they then gain Temporary Hit Points equal to your Charm Rank doubled. Keep Fighting! may only be used once per target per Scene.",edit,8,False
kinjutsu,Kinjutsu,,PTU 1.05 Editation,"[""+Speed""]","Prerequisites: Poison Weapons, Master Stealth",Static,You learn the Moves Substitute and Toxic.,edit,41,False
leadership,Leadership,,PTU 1.05 Editation,"[""Gift""]","Prerequisites: Complex Orders, Expert Command",Static,"Choose one of Ravager Orders, Marksman Orders, Trickster Orders, Guardian Orders, or Precision Orders. You gain the chosen Feature and the Leader Edge, even if you do not meet their prerequisites.",edit,33,False
lean-in,Lean In,,PTU 1.05 Editation,"[""+Speed""]",Prerequisites: Ride as One,Scene x2 - Free Action,Both you and your Mount Resist the attack one step further.,edit,22,False
learn-from-your-mistakes,Learn From Your Mistakes,,PTU 1.05 Editation,[],Prerequisites: Smart Scheme Rank 1,Daily x3 - Free Action,Your Pokémon may re-roll the Skill Check or Accuracy check with a Bonus equal to its number of Smart Dice from Poffins. Learn From Your Mistakes may only be used once per Scene.,edit,37,False
lets-be-friends,Let's Be Friends!,,PTU 1.05 Editation,[],Prerequisites: Cute Cuddle Rank 1,Scene - Free Action,"For one Full Round, your targeted Pokemon is treated in all ways as the targeted foes' Ally for both parties' Moves, Abilities, and Features. The targeted foes may not include your targeted Pokemon as a target of a Damaging Move on their next turn, unless that Move has the Friendly keyword.",edit,37,False
ley-lines,Ley Lines,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: 4 Rune Master Features including Glyph, Master Occult Education",Scene x2 - Standard Action,"Create a closed polygon by drawing straight lines connecting yourself and the targeted squares, then use the Move Hidden Power. For this use, Hidden Power gains the Friendly Keyword, and affects all Legal Targets within the area of the created polygon. X is equal to your Occult Education Rank doubled.",edit,49,False
living-shadow,Living Shadow,,PTU 1.05 Editation,"[""+Attack or Special Attack""]",Prerequisites: Shade Caller,Static,"Your own Shadow can attack others; you may have your Dark Type Moves originate from any Square adjacent to you. If you are fighting among complete darkness, you may have your Dark Type Moves originate from any square within X meters that is completely dark, where",edit,51,False
macho-charge,Macho Charge,,PTU 1.05 Editation,[],Prerequisites: Tough Tumble Rank 1,At-Will - Free Action,,edit,38,True
malice,Malice,,PTU 1.05 Editation,"[""+Defense""]","Prerequisites: Roughneck, Adept Intimidate",Static,You learn the Moves Mean Look and Chip Away.,edit,28,False
mark-of-vision,Mark of Vision,,PTU 1.05 Editation,"[""+Special Defense""]","Prerequisites: Oracle, Adept Perception",Bind 1 AP - Extended Action,"You mark the target with a mystical power which allows you to close your eyes and focus to perceive the world with their senses from their perspective. You may Bind this Ability multiple times, each time on a different target, but you may only concentrate on one Mark of Vision at a time, and you may only have a number of Marks at one time equal to half your Perception Rank. A target may choose to end this effect at any time, or to deny you access to their senses temporarily without ending the effect entirely. You have a rough sense of how far away and in what direction marked targets are.",edit,42,False
marksman,Marksman,,PTU 1.05 Editation,"[""Class"", ""+Attack"", ""Weapon""]","Prerequisites: Novice Combat, Novice Perception",Marksman Static,You gain the Sniper Ability.,edit,46,False
menace,Menace,,PTU 1.05 Editation,"[""+Defense""]",Prerequisites: Roughneck,At-Will - Swift Action,"Until their next turn, the target has their Initiative lowered to 0. For one full round, attacks against them cause them to lose a Tick of Hit Points and become Vulnerable for one full round on 16+. Menace may only affect each foe once per Scene.",edit,28,False
mental-resistance,Mental Resistance,,PTU 1.05 Editation,"[""+Special Defense""]",Prerequisites: Witch Hunter,Static,"You gain 10 Damage Reduction against Special Psychic, Ghost, and Dark-Type damage; and a +3 bonus on checks made to cure Volatile Status Conditions.",edit,11,False
metamagic,Metamagic,,PTU 1.05 Editation,"[""+Special Attack""]","Prerequisites: Arcanist, Adept Occult Education",1 AP - Swift Action,You may apply a Rank 1 Power Manipulation to your attack.,edit,49,False
mettle,Mettle,,PTU 1.05 Editation,"[""+Defense""]",Prerequisites: Roughneck,Scene x2 - Free Action,Resolve Damage as if the triggering attack was resisted one step further. The triggering foe then loses 2 Combat Stages in the Attack Stat used by the triggering Attack.,edit,28,False
mindbreak,Mindbreak,,PTU 1.05 Editation,[],"Prerequisites: Psionic Sponge, Type-Linked Skill at Adept",2 AP - Swift Action,"The triggering Move gains a bonus to Accuracy and Effect Range equal to the number of Status Moves known by the triggering Pokémon. If the triggering Pokémon is Psychic-Type, the attack also gains a +3 bonus to damage for each Status Affliction, Other Affliction, and Negative Combat Stage the target has, to a maximum of 3 times your Type-Linked Skill Rank.",edit,26,False
mixed-power,Mixed Power,,PTU 1.05 Editation,"[""+Attack or Special Attack"", ""Hobbyist""]","Prerequisites: Level 5, at least 10 Attack and Special Attack",Static,You gain the Twisted Power Ability.,edit,60,False
mobilize,Mobilize,,PTU 1.05 Editation,"[""Orders""]",Prerequisites: Commander,At-Will - Free Action,Use of Mobilize must be declared at the beginning of the Round. The targets cannot provoke Attacks of Opportunity this Round. Mobilize may target the same Ally only once per encounter.,edit,33,False
moment-of-action,Moment of Action,,PTU 1.05 Editation,"[""Orders""]",Prerequisites: Cheerleader,At-Will - Standard Action,Each target gains 1 Temporary Action Point. These Action Points disappear after one full Round.,edit,7,False
mountain-of-faith,Mountain Of Faith,,PTU 1.05 Editation,"[""+HP""]","Prerequisites: Sage, Expert Occult Education",Static,Choose Wishmaster or Soothing Tone. You gain the Chosen Ability and learn its Connected Move.,edit,39,False
mystic-defense,Mystic Defense,,PTU 1.05 Editation,"[""+HP""]",Prerequisites: Sage,Static,You learn the Moves Light Screen and Safeguard.,edit,39,False
natural-fighter,Natural Fighter,,PTU 1.05 Editation,"[""+HP""]",Prerequisites: Survivalist,1 AP - Special,"You and your Pokémon become adept at using the environment to your advantage in battle. You or your Pokémon may activate Natural Fighter as a Standard Action to use one of the Moves below corresponding to the current terrain. Whenever you or your Pokémon use a damaging Move this way, it may be either Physical or Special, adding the appropriate Attack stat. You and your Pokémon must still follow all Frequency limitations for the Move.",edit,29,False
